HouseNumber,SRID_29193
0981,POINT (350024.062984 7346921.394817)
0971,POINT (350016.340836 7346927.308927)
0951,POINT (350000.879811 7346940.343011)
0941,POINT (349992.709965 7346946.511133)
0931,POINT (349984.876475 7346952.919118)
0921,POINT (349976.049370 7346959.274228)
0911,POINT (349966.872433 7346966.472768)
0901,POINT (349957.893939 7346973.598881)
0871,POINT (349939.438201 7346990.946405)
0861,POINT (349930.266084 7346996.754400)
0851,POINT (349922.799324 7347003.794491)
0841,POINT (349914.495165 7347009.858676)
0860,POINT (349923.707037 7346970.326313)
0850,POINT (349914.187157 7346977.376293)
0840,POINT (349905.159365 7346985.819775)
0830,POINT (349895.728235 7346993.414499)
0820,POINT (349886.889190 7347000.331382)
0810,POINT (349877.303282 7347008.015009)
0800,POINT (349868.545625 7347015.462222)
0790,POINT (349861.090018 7347020.663471)
0780,POINT (349852.805936 7347026.928621)
0770,POINT (349843.766544 7347034.010278)
0760,POINT (349834.700385 7347041.125541)
0750,POINT (349825.274417 7347048.907470)
0740,POINT (349816.521891 7347056.016783)
0831,POINT (349906.190752 7347015.364906)
0821,POINT (349898.357771 7347021.581368)
0811,POINT (349890.524535 7347027.797509)
0801,POINT (349882.691299 7347034.013651)
0791,POINT (349874.858063 7347040.229793)
0781,POINT (349867.024827 7347046.445934)
0771,POINT (349859.158983 7347052.687953)
0741,POINT (349832.864937 7347073.553853)
0761,POINT (349850.417385 7347059.624934)
0751,POINT (349841.017502 7347067.084304)
0690,POINT (349795.328279 7347070.249068)
0680,POINT (349786.041728 7347077.996218)
0670,POINT (349776.739562 7347084.964991)
0660,POINT (349768.003544 7347091.509628)
0650,POINT (349758.763391 7347099.732286)
0640,POINT (349749.187298 7347106.276923)
0630,POINT (349741.894945 7347112.646005)
0620,POINT (349734.017770 7347118.836134)
0610,POINT (349725.195201 7347125.445637)
0600,POINT (349715.217139 7347133.104205)
0590,POINT (349706.129119 7347140.673187)
0580,POINT (349696.754679 7347147.361633)
0570,POINT (349687.745402 7347154.536481)
0651,POINT (349758.411411 7347130.847551)
0671,POINT (349767.662468 7347123.707799)
0701,POINT (349790.969195 7347105.206950)
0691,POINT (349783.135959 7347111.423092)
0721,POINT (349799.428107 7347098.494297)
0731,POINT (349807.508048 7347092.081858)
0681,POINT (349775.302723 7347117.639234)
0641,POINT (349751.803016 7347136.287659)
0631,POINT (349743.969526 7347142.503480)
0621,POINT (349736.136544 7347148.719942)
0611,POINT (349728.270699 7347154.961960)
0571,POINT (349701.976654 7347175.827860)
0601,POINT (349719.529102 7347161.898942)
0581,POINT (349710.129219 7347169.358312)
0410,POINT (349646.175435 7347191.380267)
0400,POINT (349638.658593 7347197.265057)
0390,POINT (349630.113493 7347203.888055)
0380,POINT (349622.837145 7347209.670766)
0372,POINT (349614.613446 7347216.750309)
0370,POINT (349605.451652 7347222.817512)
0360,POINT (349599.449219 7347228.577754)
0352,POINT (349592.025454 7347233.993806)
0338,POINT (349585.505469 7347239.578937)
0340,POINT (349579.066110 7347244.960475)
0330,POINT (349571.801834 7347251.212816)
0381,POINT (349571.731421 7347279.256856)
0481,POINT (349631.183034 7347232.200214)
0411,POINT (349583.557520 7347269.332417)
0391,POINT (349578.356826 7347273.740608)
0390,POINT (349540.128952 7347278.006419)
0380,POINT (349532.518089 7347283.587806)
0250,POINT (349438.475705 7347357.706520)
0240,POINT (349431.683279 7347363.030292)
0251,POINT (349451.047732 7347375.881237)
0241,POINT (349444.357919 7347381.245946)
0381,POINT (349545.745503 7347300.746734)
0391,POINT (349552.639548 7347294.873498)
0190,POINT (349389.009612 7347398.439883)
0180,POINT (349380.972689 7347403.991017)
0170,POINT (349373.277730 7347410.908585)
0160,POINT (349365.080867 7347416.971178)
0150,POINT (349357.330364 7347423.538443)
0140,POINT (349349.633173 7347429.945390)
0110,POINT (349326.236721 7347448.606032)
0130,POINT (349341.902938 7347436.173428)
0120,POINT (349334.069956 7347442.389890)
1680,POINT (350600.934960 7346525.076227)
1670,POINT (350591.533083 7346532.240684)
1660,POINT (350581.937136 7346539.308262)
1650,POINT (350572.341413 7346547.150363)
1640,POINT (350563.710460 7346553.539124)
1630,POINT (350553.461115 7346561.390039)
1620,POINT (350545.061738 7346569.010713)
1600,POINT (350535.537173 7346576.167878)
1590,POINT (350525.784633 7346583.825693)
1580,POINT (350517.228184 7346590.707392)
1570,POINT (350509.449574 7346596.701182)
1560,POINT (350502.138292 7346602.706788)
1550,POINT (350479.671584 7346621.383484)
1530,POINT (350470.249823 7346627.929729)
1520,POINT (350461.033570 7346635.499618)
1500,POINT (350452.094113 7346643.190367)
1480,POINT (350442.326850 7346650.995426)
1470,POINT (350434.122180 7346657.499586)
1450,POINT (350426.178054 7346663.873681)
1440,POINT (350418.475287 7346670.136903)
1430,POINT (350409.467094 7346676.962552)
1420,POINT (350400.148676 7346683.788758)
1410,POINT (350390.436511 7346692.116172)
1400,POINT (350381.438833 7346699.875138)
1390,POINT (350372.046071 7346706.559409)
1200,POINT (350220.389615 7346819.474327)
1180,POINT (350212.426082 7346825.440127)
1170,POINT (350204.558245 7346831.530124)
1160,POINT (350196.744613 7346838.160745)
1150,POINT (350187.858023 7346844.600208)
1140,POINT (350178.712675 7346851.802712)
1130,POINT (350169.746641 7346859.143173)
1120,POINT (350160.340111 7346867.071410)
1110,POINT (350150.345319 7346874.412191)
1100,POINT (350140.964857 7346882.140401)
1090,POINT (350131.887990 7346889.428051)
1070,POINT (350122.319258 7346896.722153)
1060,POINT (350113.452075 7346903.117702)
1020,POINT (350091.967042 7346920.241834)
1010,POINT (350083.408808 7346927.460512)
1000,POINT (350074.089913 7346934.869175)
0990,POINT (350064.580740 7346942.087854)
0980,POINT (350055.642175 7346949.496517)
0970,POINT (350045.740180 7346957.536815)
0960,POINT (350037.160086 7346964.180007)
0950,POINT (350029.027466 7346970.771491)
0940,POINT (350021.287001 7346977.015438)
0930,POINT (350012.749928 7346983.331388)
0920,POINT (350003.874523 7346990.555331)
0910,POINT (349994.122429 7346998.216832)
0900,POINT (349985.466269 7347004.893211)
0860,POINT (349964.018711 7347022.183276)
0850,POINT (349954.498831 7347029.233255)
0840,POINT (349945.471039 7347037.676738)
0830,POINT (349936.039909 7347045.271462)
0820,POINT (349927.200864 7347052.188345)
0810,POINT (349917.614956 7347059.871971)
0800,POINT (349908.857300 7347067.319184)
0790,POINT (349901.401692 7347072.520434)
0780,POINT (349893.117610 7347078.785583)
0770,POINT (349884.078219 7347085.867241)
0760,POINT (349875.012059 7347092.982504)
0750,POINT (349865.586091 7347100.764433)
0740,POINT (349856.833565 7347107.873746)
0690,POINT (349835.481257 7347124.398256)
0680,POINT (349826.194706 7347132.145406)
0670,POINT (349816.892541 7347139.114179)
0660,POINT (349808.156522 7347145.658816)
0650,POINT (349798.916370 7347153.881474)
0640,POINT (349789.340276 7347160.426111)
0630,POINT (349782.047924 7347166.795193)
0620,POINT (349774.170749 7347172.985322)
0610,POINT (349765.348180 7347179.594825)
0600,POINT (349755.370118 7347187.253393)
0590,POINT (349746.282097 7347194.822375)
0580,POINT (349736.907658 7347201.510821)
0570,POINT (349727.898381 7347208.685669)
0502,POINT (349687.994609 7347240.876949)
0500,POINT (349679.016338 7347247.883350)
0486,POINT (349669.491328 7347255.352856)
0480,POINT (349661.761123 7347262.200195)
0470,POINT (349653.155823 7347268.610410)
0460,POINT (349645.279732 7347274.437932)
0450,POINT (349636.528545 7347281.430924)
0440,POINT (349627.485584 7347289.006610)
0422,POINT (349618.296960 7347296.873768)
0420,POINT (349614.199669 7347300.116046)
0390,POINT (349602.735524 7347309.263303)
0390,POINT (349578.988778 7347327.046181)
0380,POINT (349571.377915 7347332.627569)
0250,POINT (349476.918675 7347407.800512)
0240,POINT (349470.126249 7347413.124284)
0210,POINT (349274.518000 7347473.033757)
0200,POINT (349280.739148 7347479.902802)
0190,POINT (349290.575247 7347496.462117)
0180,POINT (349296.806210 7347504.086660)
0170,POINT (349302.146016 7347512.105421)
0160,POINT (349308.572386 7347519.654289)
0150,POINT (349314.464955 7347527.431106)
0140,POINT (349321.241543 7347534.855189)
0209,POINT (349292.498927 7347458.454362)
0199,POINT (349298.720075 7347465.323407)
0103,POINT (350900.867218 7346448.122174)
0492,POINT (351797.495526 7346890.508775)
0482,POINT (351787.816694 7346886.254989)
0472,POINT (351778.718820 7346882.194700)
0462,POINT (351768.266012 7346877.167498)
0452,POINT (351755.284325 7346872.660771)
0442,POINT (351743.354224 7346865.802776)
0432,POINT (351731.494129 7346860.725626)
0422,POINT (351719.271561 7346854.681760)
0402,POINT (351699.004586 7346845.268417)
0392,POINT (351688.986886 7346840.333693)
0382,POINT (351679.655424 7346836.495819)
0372,POINT (351670.873227 7346832.383739)
0362,POINT (351661.953476 7346828.271659)
0352,POINT (351652.622331 7346824.296682)
0342,POINT (351644.251527 7346819.910540)
0332,POINT (351633.791111 7346815.683225)
0322,POINT (351625.370547 7346811.665233)
0312,POINT (351616.956444 7346808.440481)
0302,POINT (351609.393406 7346803.215350)
0292,POINT (351602.399778 7346799.206160)
0282,POINT (351593.600149 7346794.721327)
0272,POINT (351584.428110 7346790.450421)
0262,POINT (351575.118201 7346787.281804)
0252,POINT (351566.015256 7346784.113188)
0242,POINT (351556.137067 7346780.942126)
0232,POINT (351547.378585 7346777.270821)
0222,POINT (351538.464277 7346773.756093)
0212,POINT (351530.018990 7346770.319313)
0202,POINT (351520.829837 7346766.470218)
0192,POINT (351512.085356 7346762.917196)
0183,POINT (351484.571087 7346771.285625)
0182,POINT (351490.890685 7346757.291517)
0173,POINT (351475.263065 7346767.498142)
0172,POINT (351481.582664 7346753.504034)
0163,POINT (351465.955043 7346763.710658)
0162,POINT (351472.274642 7346749.716551)
0153,POINT (351456.647021 7346759.923175)
0152,POINT (351462.966620 7346745.929068)
0143,POINT (351447.338999 7346756.135692)
0142,POINT (351453.658598 7346742.141584)
0133,POINT (351438.030977 7346752.348209)
0132,POINT (351444.350204 7346738.353931)
0123,POINT (351428.722956 7346748.560725)
0122,POINT (351435.042554 7346734.566618)
0113,POINT (351419.414934 7346744.773242)
0112,POINT (351425.734533 7346730.779135)
0103,POINT (351410.110079 7346740.979755)
0102,POINT (351416.429677 7346726.985647)
0093,POINT (351400.825470 7346737.147880)
0092,POINT (351407.145068 7346723.153772)
0083,POINT (351391.526842 7346733.342584)
0082,POINT (351397.846441 7346719.348476)
0073,POINT (351382.155404 7346729.675341)
0072,POINT (351388.475003 7346715.681234)
0063,POINT (351372.874825 7346725.835826)
0062,POINT (351379.194424 7346711.841719)
0053,POINT (351363.566803 7346722.048343)
0052,POINT (351369.886402 7346708.054235)
1020,POINT (351993.756294 7347008.574362)
1010,POINT (351984.780677 7347005.186901)
1000,POINT (351975.694847 7347002.007064)
0990,POINT (351966.346905 7346998.855424)
0980,POINT (351956.555513 7346994.118752)
0980,POINT (351947.798399 7346990.925467)
0980,POINT (351937.738162 7346986.713148)
0980,POINT (351928.902206 7346983.887039)
0980,POINT (351918.877613 7346980.024119)
0970,POINT (351909.592743 7346976.736359)
0960,POINT (351901.137314 7346973.413376)
0950,POINT (351891.641993 7346969.467316)
0940,POINT (351881.918472 7346965.897317)
0930,POINT (351872.275083 7346961.769242)
0490,POINT (350299.604446 7346322.831253)
0410,POINT (350226.852456 7346292.936815)
0420,POINT (350236.343023 7346296.657871)
0430,POINT (350244.503005 7346300.644618)
0440,POINT (350253.639601 7346304.454465)
0380,POINT (350160.802884 7346266.947949)
0360,POINT (350150.887295 7346262.794580)
0350,POINT (350141.691486 7346259.439947)
0310,POINT (350123.164849 7346252.519056)
0300,POINT (350114.611168 7346248.873817)
0290,POINT (350104.917812 7346245.228604)
0280,POINT (350095.337867 7346241.469280)
0270,POINT (350086.328103 7346238.051778)
0260,POINT (350076.862258 7346234.292598)
0052,POINT (349881.168570 7346160.964114)
0042,POINT (349869.933860 7346157.104373)
0032,POINT (349860.968731 7346153.318407)
0002,POINT (349847.022622 7346148.573925)
0043,POINT (351354.258781 7346718.260860)
0042,POINT (351360.578380 7346704.266752)
0033,POINT (351345.119388 7346714.661945)
0032,POINT (351351.438615 7346700.667667)
0023,POINT (351335.540710 7346710.975272)
0022,POINT (351341.860309 7346696.981165)
0013,POINT (351326.225730 7346707.639773)
0012,POINT (351332.545329 7346693.645666)
0003,POINT (351316.822956 7346704.304274)
0002,POINT (351323.142555 7346690.310167)
0063,POINT (351125.240556 7346488.568554)
0053,POINT (351121.696030 7346498.045171)
0043,POINT (351117.876539 7346507.229483)
0033,POINT (351114.198723 7346516.555069)
0920,POINT (351863.624472 7346958.246889)
0910,POINT (351855.152562 7346954.127041)
0900,POINT (351843.587915 7346950.167601)
0890,POINT (351835.561311 7346946.442949)
0860,POINT (351826.423186 7346942.762463)
0850,POINT (351817.874893 7346938.345965)
0840,POINT (351807.827455 7346935.440765)
0830,POINT (351799.165324 7346931.574955)
0820,POINT (351789.622516 7346927.375144)
0810,POINT (351779.749398 7346923.771482)
0800,POINT (351770.706989 7346920.478423)
0790,POINT (351760.910571 7346916.997189)
0780,POINT (351749.889799 7346912.575081)
0770,POINT (351736.969266 7346908.448902)
0760,POINT (351723.829090 7346902.911413)
0750,POINT (351710.989377 7346898.700642)
0740,POINT (351699.003828 7346894.117550)
0720,POINT (351679.558688 7346886.316352)
0710,POINT (351668.758825 7346881.938842)
0700,POINT (351660.417497 7346877.772957)
0690,POINT (351651.176364 7346873.933788)
0680,POINT (351641.999889 7346870.598289)
0670,POINT (351632.081447 7346866.155321)
0660,POINT (351622.827320 7346862.223072)
0650,POINT (351612.755478 7346857.933319)
0640,POINT (351604.523178 7346854.111414)
0630,POINT (351596.928197 7346850.636771)
0620,POINT (351588.580268 7346847.509902)
0610,POINT (351580.676639 7346844.604127)
0600,POINT (351571.604754 7346841.320994)
0590,POINT (351562.020372 7346837.970246)
0580,POINT (351552.706976 7346834.687545)
0570,POINT (351543.809411 7346830.791693)
0560,POINT (351534.790139 7346827.139405)
0550,POINT (351525.527138 7346823.243553)
0540,POINT (351516.535441 7346820.549402)
0530,POINT (351507.232766 7346817.355007)
0510,POINT (351485.847985 7346811.243525)
0512,POINT (351171.455231 7346566.032854)
0502,POINT (351161.935951 7346562.339098)
0492,POINT (351153.754746 7346558.552122)
0482,POINT (351143.321855 7346555.016223)
0472,POINT (351133.956895 7346551.509441)
0462,POINT (351124.591934 7346548.002660)
0452,POINT (351115.226974 7346544.495878)
0503,POINT (351157.043491 7346580.834595)
0493,POINT (351147.806509 7346577.003384)
0483,POINT (351138.569528 7346573.172173)
0473,POINT (351129.334515 7346569.336218)
0463,POINT (351120.064717 7346565.386395)
0453,POINT (351110.858584 7346561.678541)
0443,POINT (351101.622757 7346557.844546)
0442,POINT (351105.862013 7346540.989096)
0433,POINT (351092.385505 7346554.013989)
0302,POINT (351137.098678 7346627.820951)
0292,POINT (351128.130489 7346623.888585)
0282,POINT (351118.711552 7346620.427636)
0272,POINT (351109.699887 7346616.699387)
0262,POINT (351100.158609 7346613.268362)
0252,POINT (351090.807814 7346608.693757)
0242,POINT (351081.743536 7346605.358114)
0232,POINT (351072.583486 7346601.641060)
0163,POINT (351068.506575 7346545.996526)
0153,POINT (351064.678509 7346554.781956)
0143,POINT (351061.045034 7346563.968831)
0133,POINT (351057.576678 7346573.428745)
0123,POINT (351053.765745 7346582.787301)
0113,POINT (351049.799670 7346592.070436)
0173,POINT (351099.474721 7346473.253930)
0163,POINT (351095.294056 7346482.788076)
0153,POINT (351091.377352 7346491.534349)
0143,POINT (351087.651169 7346500.684015)
0133,POINT (351084.087337 7346510.108375)
0123,POINT (351080.181969 7346519.427918)
0113,POINT (351076.122230 7346528.670476)
0192,POINT (351083.789993 7346445.133904)
0182,POINT (351080.313588 7346454.033680)
0172,POINT (351076.003363 7346463.319598)
0162,POINT (351072.672283 7346473.058497)
0152,POINT (351068.537747 7346481.961048)
0142,POINT (351065.017739 7346491.271300)
0132,POINT (351061.150301 7346500.259436)
0203,POINT (351050.630821 7346420.574575)
0193,POINT (351046.727926 7346429.767562)
0183,POINT (351043.025457 7346438.806832)
0173,POINT (351038.905157 7346448.016723)
0163,POINT (351034.724492 7346457.550870)
0153,POINT (351030.807788 7346466.297143)
0143,POINT (351027.081606 7346475.446809)
0133,POINT (351023.517773 7346484.871168)
0122,POINT (351057.583622 7346509.435015)
0112,POINT (351053.387145 7346518.745586)
0123,POINT (351019.612406 7346494.190712)
0113,POINT (351015.552667 7346503.433269)
0233,POINT (351003.587283 7346368.615457)
0223,POINT (350999.662762 7346377.813182)
0212,POINT (351033.241327 7346402.587369)
0202,POINT (351029.680388 7346411.274119)
0192,POINT (351024.874931 7346420.901961)
0182,POINT (351021.398526 7346429.801737)
0172,POINT (351017.088301 7346439.087655)
0162,POINT (351013.757221 7346448.826555)
0152,POINT (351009.622684 7346457.729105)
0142,POINT (351006.102676 7346467.039357)
0132,POINT (351002.235238 7346476.027493)
0213,POINT (350995.738560 7346387.011042)
0203,POINT (350991.715758 7346396.342632)
0193,POINT (350987.812864 7346405.535619)
0183,POINT (350984.110394 7346414.574889)
0173,POINT (350979.990095 7346423.784781)
0163,POINT (350975.809430 7346433.318927)
0153,POINT (350971.892726 7346442.065200)
0143,POINT (350968.166543 7346451.214866)
0133,POINT (350964.602711 7346460.639225)
0122,POINT (350998.668560 7346485.203072)
0112,POINT (350994.472082 7346494.513643)
0123,POINT (350960.697343 7346469.958769)
0113,POINT (350956.637604 7346479.201326)
0252,POINT (350990.693687 7346341.594491)
0242,POINT (350986.147513 7346351.384857)
0232,POINT (350982.644816 7346359.571663)
0222,POINT (350978.447062 7346368.745255)
0212,POINT (350974.218323 7346378.232360)
